Scenario,Experiment,Deterministic_CPU_Time(s),Solution_Number,Deterministic_obj1,Deterministic_obj2,Deterministic_obj3,UOI,UOI_std,Error(%),LB,UB,N,R,SAOFI,SAODI,CAODI,CBLSAOFI,CBLSAODI,CBLODI,ASOFI,ASODI,CPU_Time(ms)
2,1,3491.0,4,176.0,13.0,19.0,0.02616309020159088,7.197039796029185E-4,0.747686028143249,0.02596747243162307,0.02635870797155869,52.0,10.657861839098846,1.2759922725676154,35.713909378292946,27.989126694652807,0.793424317617866,24.193548387096776,30.492572322126662,2.2156030983084793,54.116264720067875,5817.0
2,2,2876.0,1,198.0,4.0,5.0,0.004243499374082432,4.1643226335605967E-4,3.511685957302132,0.004094481002464575,0.004392517745700289,30.0,9.109984468973062,0.1896499238964992,2.9223744292237446,15.409309791332268,0.1139784946236559,1.7580645161290323,15.424528301886793,0.25101083541846503,3.8693279935273,2943.0
2,2,2876.0,2,198.0,4.0,7.0,0.011195710114141295,6.939628925510264E-4,2.2180945136881514,0.010947378682331097,0.011444041545951493,30.0,7.374414880761467,0.7187214611872145,11.374429223744293,15.825921219822114,0.4064516129032257,6.419354838709679,15.793650793650801,0.935734527792393,14.776791887321817,3081.0
2,2,2876.0,3,198.0,10.0,15.0,0.008010818074376624,4.746810335568827E-4,2.120412981041009,0.007840955648039962,0.008180680500713286,30.0,12.488036828182192,0.45814307458143083,7.5045662100456605,16.380398671096337,0.26129032258064516,4.274193548387098,16.35802469135803,0.5953215676142923,9.728138181453557,3325.0
2,3,3221.0,1,219.0,3.0,4.0,0.009049865911805666,0.0013209779384777583,5.223346831754672,0.00857716002742332,0.009522571796188014,30.0,4.407880012948521,0.39482496194824956,6.397260273972602,16.20277563608327,0.3150537634408602,5.080645161290322,16.126279863481226,0.7190032183323317,11.638813233341985,4047.0
2,3,3221.0,2,219.0,3.0,6.0,0.04048678925842516,0.0041907115758651504,1.1117532027023636,0.04003667608217326,0.040936902434677055,333.0,7.439105262453069,2.124439508001152,43.50014397959609,20.476056774393456,1.5901385256223985,34.17611159546641,21.492537313432795,3.7603928878789037,83.00341383801464,31095.0
2,3,3221.0,3,219.0,3.0,8.0,0.05895679011656546,0.007548482457028625,0.5885521513241809,0.05860979865998273,0.05930378157314819,1818.0,5.248714245710155,3.4577085562437513,75.18238467682394,21.743412856778654,2.388054934525716,55.527254338337166,23.252084169230077,5.5066802115401945,132.032216494738,194829.0
2,3,3221.0,4,219.0,3.0,7.0,0.016325227386905148,0.0014675737667714146,2.4434029871919587,0.015926336293267628,0.016724118480542668,52.0,7.690299949900698,0.8810151036178434,13.944942044257111,15.828266719824576,0.6966501240694792,11.147642679900741,16.001780943900254,1.5918392555125513,25.59306241786256,6765.0
2,4,2850.0,1,207.0,3.0,3.0,0.04584481326050245,0.036584550290922,0.9537883927341554,0.04540755075295313,0.046282075768051774,26892.0,0.990588937299086,2.56853882636918,67.28834923662298,26.19713143746402,1.6735568318675214,45.522322263965975,27.200941968112094,4.288999156543535,118.00346461947383,407270.0
2,4,2850.0,2,207.0,3.0,5.0,0.060616717006340734,0.007253967026458851,0.49949936475796963,0.060313936889956926,0.06091949712272454,2205.0,5.771359839636751,3.839263193862028,80.45668312987284,20.956282251891956,2.2484675590666363,47.52095676980483,21.134819836818686,5.590108039897148,114.917734796497,145450.0
2,4,2850.0,3,207.0,4.0,6.0,0.04663694909999926,0.006189226386626032,0.8641680567827101,0.046233927483219056,0.04703997071677947,906.0,5.152534341352483,2.91896237160685,61.39405485500021,21.032835315791893,1.7173680837427903,36.670583208716,21.352780196541808,4.132234994378733,84.42718428247902,66469.0
2,4,2850.0,4,207.0,12.0,17.0,0.052170485154228285,0.001810902998240517,0.9434626499919644,0.051678276112478536,0.052662694195978035,52.0,14.557547510629819,3.4488057604495954,78.68150684931507,22.814131126670915,2.0142679900744422,47.391439205955336,23.52787188173698,4.911179665369575,103.88115385804727,6692.0
2,5,3236.0,1,219.0,3.0,3.0,0.04654717827013751,0.0012427952466530195,0.9554361487629136,0.0461024497027155,0.04699190683755952,30.0,4.756154424716989,2.039117199391172,42.700913242009136,20.940882287079198,1.8580645161290323,41.75806451612903,22.473958333333332,5.620091377391708,128.99040896648626,905.0
2,5,3236.0,2,219.0,3.0,6.0,0.010745918598424355,9.919541987279303E-4,3.3032657745997094,0.010390952347196258,0.011100884849652453,30.0,6.927336026151434,0.4552511415525115,7.317351598173517,16.07321965897693,0.36989247311827955,6.080645161290323,16.438953488372096,1.0221474777335628,16.892635670083063,3449.0
2,5,3236.0,3,219.0,3.0,7.0,0.04178914806322863,0.002102940244131053,1.0173152605289109,0.04136402068273638,0.042214275443720875,94.0,16.189284761190503,2.220732536675411,43.182745555231705,19.445270802344904,1.5195607412491414,32.578929306794784,21.439701897018978,3.8873885074050873,87.17364426338162,9899.0
2,5,3236.0,4,219.0,10.0,16.0,0.04876227901323916,0.002405342418229152,0.9972064056051038,0.048276018443400105,0.04924853958307821,94.0,9.922982708695633,2.492033420771398,52.50655785485282,21.06976472193525,1.8524365133836653,44.23301304049418,23.87828825490923,5.085580589234867,125.85363108977428,10985.0
2,5,3236.0,5,213.0,10.0,16.0,0.029234703554577735,0.0013582952766625106,1.6626121124939472,0.028748643832227628,0.029720763276927843,30.0,8.737368054847419,1.223592085235921,21.824200913242006,17.836173653439477,1.1129032258064515,29.75806451612903,26.73913043478261,3.041201106949487,70.07891682101143,3769.0
3,1,3155.0,1,168.0,5.0,6.0,0.007947711222130673,6.46564285365783E-4,2.9111533068473774,0.007716341164068935,0.00817908128019241,30.0,2.6639149744357646,0.3120243531202435,6.388127853881277,20.473170731707313,0.25268817204301064,5.306451612903227,21.000000000000014,0.38295694327338214,6.610246778577283,3721.0
3,1,3155.0,2,168.0,5.0,7.0,0.009525204238986378,0.0015270815523257268,3.927842080156977,0.009151069258666576,0.009899339219306181,64.0,1.8911767544538394,0.42373002283105016,8.558433219178081,20.19784475500926,0.3452620967741935,7.129536290322582,20.649635036496356,0.6009847110752857,9.950345542304781,7286.0
3,1,3155.0,3,168.0,5.0,10.0,0.00922026371805381,4.3193385655475146E-4,1.676367945959151,0.009065698172551455,0.009374829263556166,30.0,1.8976484823666087,0.22968036529680372,7.408675799086754,32.256461232604345,0.1763440860215053,6.129032258064515,34.75609756097562,0.1598545086039224,4.914510219417311,2669.0
3,1,3155.0,4,168.0,13.0,19.0,0.02312889804265423,0.0029782243677703908,1.612410064123119,0.022755965362893697,0.02350183072241476,245.0,2.7461369049405895,1.0011741682974564,25.60777187587364,25.5777393052608,0.8015799868334429,21.519420671494387,26.84625492772666,1.869634425103167,39.793460943813734,15707.0
3,2,2852.0,1,178.0,4.0,5.0,0.008856163046656469,8.595092094943797E-4,3.4729647466552658,0.008548591626139778,0.00916373446717316,30.0,3.3932614201266307,0.37336377473363763,7.031963470319635,18.834080717488796,0.3161290322580645,6.048387096774194,19.13265306122449,0.6181525897507528,10.39471107338952,2983.0
3,2,2852.0,2,178.0,4.0,6.0,0.006462546831636428,4.115999155684605E-4,2.2791190842805036,0.006315257693466037,0.006609835969806819,30.0,0.41890338247815084,0.1576864535768645,4.009132420091324,25.424710424710426,0.12688172043010748,3.354838709677421,26.440677966101717,0.11135157480881788,2.325722200609193,4179.0
3,2,2852.0,3,178.0,4.0,7.0,0.007523693079165397,4.8083285155253025E-4,2.2869596662652736,0.007351629253031292,0.007695756905299502,30.0,0.9848158262446575,0.21628614916286146,5.468036529680365,25.281491907107675,0.18494623655913972,4.741935483870969,25.639534883720945,0.25924035126948536,4.922768572673079,3724.0
3,2,2852.0,4,178.0,13.0,21.0,0.02183250411932433,0.010784600479238944,1.8821821991927143,0.02142157661315239,0.02224343162549627,2646.0,0.8914927449701116,0.8861985179662883,24.375614781681858,27.505817587712468,0.5735254675346829,18.105844488333133,31.56938185528477,1.2986755720825265,31.879455072253208,192166.0
3,2,2852.0,5,176.0,13.0,21.0,0.01654972460754395,0.0030495714254916567,3.020202695824742,0.016049889378795337,0.017049559836292565,143.0,1.1094993526490264,0.347894115017403,15.065140339112926,43.30380908673695,0.23798781863298002,12.252424994360489,51.4834123222749,0.46668289028921367,20.117386484763685,13730.0
3,3,2501.0,1,180.0,4.0,5.0,0.019480063352298946,0.00392420145517288,1.4563753893031957,0.01919636050381539,0.0197637662007825,735.0,3.284796392795766,0.9295685397446616,18.487000279563947,19.887721549442762,0.6591178406846652,12.911784068466087,19.589492608869218,1.5398355994523818,26.605316922011045,38262.0
3,3,2501.0,2,180.0,4.0,7.0,0.012504663919031498,0.0028998043341991607,3.8008849439607784,0.012029376030840134,0.012979951807222861,143.0,1.2490177319412563,0.5058594373662869,12.66069546891465,25.028089887640444,0.32438529212722766,7.873900293255129,24.27329624478441,0.6862105588946654,11.755151693408223,24136.0
3,3,2501.0,3,180.0,4.0,8.0,0.02297579811585699,0.010243063485401318,2.0099461737474376,0.022513996940739387,0.02343759929097459,1890.0,1.5039365521386376,1.0742987606001442,22.805646154961078,21.22840218322599,0.6790407919440158,14.246287762416827,20.980017594570928,1.5183408591428218,26.01061711023682,125641.0
3,3,2501.0,4,180.0,5.0,10.0,0.02618850754540096,0.008850745058846768,1.410655143103446,0.025819078016809726,0.026557937073992195,2205.0,1.7521063306240583,1.109458577951742,25.07703538036193,22.602948752407322,0.6972423377953333,15.541145490454289,22.289446076374375,1.5728244276467942,27.94818939506862,107295.0
3,3,2501.0,5,180.0,13.0,21.0,0.03313615355119095,0.02072793141291514,0.8804377170196872,0.032844410357356704,0.03342789674502519,19392.0,1.037563504748228,1.0717480352486395,33.92968855960975,31.658269895254115,0.6745964414990607,20.76867414564167,30.78681248227513,1.518236324731634,36.48777376483479,2123563.0
3,4,2497.0,1,186.0,3.0,3.0,0.029104665064638654,2.826356913192742E-4,0.3475040272315291,0.029003525181426786,0.029205804947850522,30.0,5.867022938800681,0.6512937595129374,25.48173515981735,39.12479551297033,0.6548387096774192,26.612903225806456,40.640394088669964,2.3210696985560655,98.15089250279428,691.0
3,4,2497.0,2,186.0,3.0,7.0,0.013200661909841068,0.013874568241421942,2.976231816248262,0.012807779610125013,0.013593544209557122,4791.0,0.5206970926516883,0.3957172361801095,10.991127770963708,27.77520604627171,0.2523885511139828,6.777425414587813,26.853141256502628,0.509661313955249,9.149713418434418,435627.0
3,4,2497.0,3,186.0,12.0,18.0,0.026714013372188743,4.0543137997551485E-4,0.5430923240033468,0.026568931616131157,0.02685909512824633,30.0,12.777962245458788,1.6764079147640794,40.452054794520556,24.130197929907393,1.064516129032258,25.09677419354839,23.57575757575758,2.3743649395228172,43.02624676352378,7876.0
3,5,2540.0,1,198.0,4.0,5.0,0.01929763920361436,9.88026551664026E-4,1.832145150224356,0.018944078442837544,0.019651199964391176,30.0,10.034123844235788,1.114764079147641,19.45662100456621,17.453577280174763,0.7978494623655916,13.919354838709676,17.446091644204845,1.9304604803450427,33.705402340318464,2797.0
3,5,2540.0,2,198.0,4.0,7.0,0.006940008373218736,9.329623160752865E-4,4.810603376530741,0.0066061520960851595,0.007273864650352313,30.0,3.249346576277416,0.3552511415525113,5.328767123287672,15.000000000000005,0.21827956989247302,3.2741935483870983,15.000000000000014,0.498097156823989,7.471457352359835,2933.0
3,5,2540.0,3,198.0,11.0,14.0,0.0037025834646786998,6.110056633965522E-4,5.90521647100887,0.0034839378960696424,0.003921229033287757,30.0,6.460753174159622,0.1523592085235921,2.285388127853881,14.999999999999996,0.09462365591397846,1.4193548387096777,15.000000000000009,0.21007019470952906,3.151052920642937,3402.0
4,1,2436.0,1,178.0,4.0,5.0,0.0072366748960321775,4.408743186465997E-4,2.180073736077012,0.007078910047258502,0.007394439744805853,30.0,4.085322590313671,0.2780821917808219,5.299086757990867,19.055829228243024,0.2311827956989246,4.467741935483872,19.325581395348852,0.3822679998997217,6.157193085241118,2479.0
4,1,2436.0,2,178.0,4.0,7.0,0.007187930486344269,1.5521260579232335E-4,0.7727136171935236,0.007132388368681882,0.007243472604006656,30.0,0.8433697322481588,0.15981735159817356,4.589041095890409,28.714285714285694,0.12903225806451607,3.870967741935486,30.000000000000032,0.1250273617905871,2.9185335428944814,5093.0
4,1,2436.0,3,178.0,4.0,8.0,0.008233087994712684,0.001015595249058806,4.414213630095081,0.007869661902272354,0.008596514087153014,30.0,0.5628996574973797,0.17884322678843229,5.422374429223743,30.319148936170205,0.13548387096774187,4.451612903225809,32.85714285714289,0.13031535285810514,3.199786624897475,2596.0
4,1,2436.0,4,178.0,13.0,22.0,0.023400668214131882,0.002699835678770414,1.4447147356296035,0.023062595312206526,0.023738741116057237,245.0,2.8426741705436345,0.9738514583915753,26.488118535085263,27.199341651994192,0.7687952600394984,22.16721527320606,28.833704401438656,1.7795098550329618,39.52754077245405,16478.0
4,2,2840.0,1,190.0,4.0,5.0,0.012460592306766695,0.0018173603345777013,3.964210958822812,0.011966628141007617,0.012954556472525773,52.0,2.5260200648654765,0.6051106427818757,11.950737618545835,19.749673487157157,0.4361042183622829,9.072580645161292,20.803698435277383,0.9595062681729665,16.387940260177267,5045.0
4,2,2840.0,2,190.0,4.0,6.0,0.010778698375877345,0.0030571774493965663,3.5516270706677804,0.010395879206494056,0.011161517545260633,245.0,1.5109895778704705,0.211611219830398,5.927872518870556,28.01303505372552,0.15404871626069788,4.741935483870962,30.78205128205123,0.27232032872258344,5.131719877266922,37758.0
4,2,2840.0,3,190.0,4.0,7.0,0.017240811873495,0.008847662359629395,2.2204358012817003,0.01685799071422429,0.01762363303276571,2052.0,1.044685354665172,0.7764226014045738,16.388221314320734,21.10734706160525,0.5328868766899346,11.826070552725914,22.192459732137536,1.1819543898549643,21.15264277966821,220883.0
4,2,2840.0,4,190.0,5.0,8.0,0.012809031871076862,0.04721559630914363,2.362064445467049,0.012506474283441612,0.013111589458712112,93555.0,0.19606608548952645,0.7958088775945324,17.021459796193877,21.388879007789072,0.5443332454085148,12.345968647042815,22.68090136177027,1.2113955870836304,21.592598654290132,1.493088E7
4,2,2840.0,5,190.0,12.0,18.0,0.00739340669587569,5.874891105854847E-4,2.843483212947033,0.007183176417613563,0.007603636974137818,30.0,3.3786094851184436,0.3625570776255708,5.705479452054795,15.736775818639797,0.2376344086021504,3.7096774193548403,15.610859728506803,0.5713695687114857,8.922508392776011,2904.0
4,3,2625.0,1,190.0,4.0,5.0,0.03491732061586171,9.648572023677118E-4,0.9888207615080569,0.034572050900249736,0.035262590331473685,30.0,9.538240695618807,1.3838660578386603,40.81278538812785,29.4918609766828,1.081720430107527,35.90322580645161,33.19085487077534,2.8348846395648755,97.71780934787603,3143.0
4,3,2625.0,2,190.0,4.0,7.0,0.039211807641831894,0.0011359740395063549,1.0366854114011645,0.03880530455246234,0.03961831073120145,30.0,9.598559437094039,2.182800608828006,48.22374429223744,22.092601631685376,1.5688172043010753,37.91935483870967,24.170664838930772,3.8449563226030934,91.40598999112896,2971.0
4,3,2625.0,3,190.0,5.0,8.0,0.032424658996545445,0.0010109668446427803,1.1157244220506644,0.03206288915735434,0.03278642883573655,30.0,3.2936261686305315,1.4337899543379,37.00228310502283,25.807324840764323,1.1838709677419355,32.83870967741936,27.738419618528614,3.1184229117780777,81.89664309264283,3101.0
4,3,2625.0,4,190.0,12.0,19.0,0.02731871150644078,0.0013424690805955704,1.522895683565679,0.026902676028103433,0.027734746984778128,40.0,5.49587540473866,1.0320776255707762,32.15924657534246,31.15971684548169,0.8774193548387098,28.72983870967742,32.74356617647059,2.287774193655923,61.4962738839267,7127.0
4,4,2651.0,1,198.0,4.0,4.0,0.007603564889494909,4.541477700662724E-4,2.1373486611141495,0.007441050197132345,0.007766079581857474,30.0,3.1574803909041154,0.2675799086757991,4.801369863013699,17.94368600682594,0.2139784946236558,3.8548387096774217,18.015075376884443,0.5689177478477033,10.344915285104342,707.0
4,4,2651.0,2,198.0,4.0,8.0,0.0019111342790508214,4.2559547001985704E-4,7.968952505326173,0.0017588368960402537,0.002063431662061389,30.0,6.595292821603521,0.06149162861491629,0.9223744292237444,15.0,0.034408602150537634,0.5161290322580645,15.0,0.0701835036416272,1.0527525546244079,2982.0
4,4,2651.0,3,198.0,12.0,19.0,0.0024899940244734156,7.911514166628041E-4,11.369902727699031,0.00220688412596527,0.0027731039229815613,30.0,2.617832066065843,0.06362252663622528,0.9543378995433793,15.000000000000002,0.03440860215053762,0.5161290322580647,15.000000000000012,0.07380187067611539,1.1070280601417304,3024.0
4,5,2926.0,1,207.0,3.0,4.0,0.03782143658524996,0.008636149859242147,1.0229802606873795,0.037434530754674455,0.038208342415825464,1914.0,3.1877759536398713,2.298514192467905,42.42252472767357,18.456498927302547,1.4176694643880374,26.028921023359203,18.360359503542707,3.449315862925875,60.806585781032176,146296.0
4,5,2926.0,2,207.0,3.0,5.0,0.04018633039969799,0.0012782412503696981,1.1382297223983853,0.039728917642747406,0.04064374315664857,30.0,13.76629670064789,2.722983257229833,49.03424657534244,18.007546115148116,1.7225806451612904,32.61290322580645,18.932584269662918,4.296907134882901,77.83311403206402,3583.0
4,5,2926.0,3,207.0,4.0,5.0,0.019931395971954483,0.0013809947366432151,2.4794180020216534,0.019437213352171624,0.020425578591737343,30.0,3.6557990240872655,1.320395738203957,21.563926940639274,16.331412103746406,0.8419354838709676,15.51612903225806,18.429118773946357,2.0140676239343014,33.208205439132236,3151.0
4,5,2926.0,4,207.0,11.0,14.0,0.017077187092278987,0.002138137260146269,2.5311121578786424,0.01664494433356263,0.017509429850995344,94.0,3.3483850089413334,0.9025065578548522,13.96895948703002,15.47795898595189,0.5899107755662321,15.344886753603303,26.012216404886573,1.2960300163300151,26.399614205541354,8300.0
