SmartMeter,Timestamp,A+,A-,R+,R-,Overload,Curtailment
184,2020-04-06 13:00:00.0,1539,0,1256,0,0,0
185,2020-04-06 13:00:00.0,291,0,153,12,0,0
49,2020-04-06 13:00:00.0,277,0,1,29,0,0
50,2020-04-06 13:00:00.0,815,0,803,3,0,0
1,2020-04-06 13:00:00.0,2174,0,2331,0,0,0
2,2020-04-06 13:00:00.0,3585,0,62,3,1,1
3,2020-04-06 13:00:00.0,1671,0,0,29,0,0
4,2020-04-06 13:00:00.0,497,0,129,27,0,0
5,2020-04-06 13:00:00.0,630,0,369,0,0,0
6,2020-04-06 13:00:00.0,1443,0,11,198,0,0
201,2020-04-06 13:00:00.0,3585,0,81,86,1,0
202,2020-04-06 13:00:00.0,805,0,47,155,0,0
203,2020-04-06 13:00:00.0,513,0,51,222,0,0
204,2020-04-06 13:00:00.0,3582,0,7,163,1,0
205,2020-04-06 13:00:00.0,113,0,443,0,0,0
206,2020-04-06 13:00:00.0,1273,0,41,10,0,0
207,2020-04-06 13:00:00.0,1176,0,7,80,0,0
208,2020-04-06 13:00:00.0,3366,0,1236,0,1,0
209,2020-04-06 13:00:00.0,3585,0,107,38,1,1
210,2020-04-06 13:00:00.0,0,7170,16,123,1,1
117,2020-04-06 13:00:00.0,762,0,65,3,0,0
118,2020-04-06 13:00:00.0,196,0,176,93,0,0
119,2020-04-06 13:00:00.0,2,0,0,16,0,0
120,2020-04-06 13:00:00.0,840,0,197,1,0,0
121,2020-04-06 13:00:00.0,570,0,6,32,0,0
122,2020-04-06 13:00:00.0,456,0,8,28,0,0
123,2020-04-06 13:00:00.0,174,0,40,7,0,0
124,2020-04-06 13:00:00.0,741,0,29,38,0,0
125,2020-04-06 13:00:00.0,3584,0,82,0,1,0
126,2020-04-06 13:00:00.0,0,898,0,177,0,0
127,2020-04-06 13:00:00.0,3585,0,3,5,1,0
211,2020-04-06 13:00:00.0,3585,0,45,10,1,0
212,2020-04-06 13:00:00.0,853,0,61,17,0,0
213,2020-04-06 13:00:00.0,147,0,532,17,0,0
214,2020-04-06 13:00:00.0,152,0,151,55,0,0
215,2020-04-06 13:00:00.0,596,0,2,140,0,0
216,2020-04-06 13:00:00.0,1033,0,1,295,0,0
217,2020-04-06 13:00:00.0,174,0,98,9,0,0
218,2020-04-06 13:00:00.0,0,7171,40,0,1,0
219,2020-04-06 13:00:00.0,2377,0,42,133,0,0
138,2020-04-06 13:00:00.0,3580,0,207,2,1,1
139,2020-04-06 13:00:00.0,3585,0,15,42,1,0
140,2020-04-06 13:00:00.0,56,0,25,0,0,0
141,2020-04-06 13:00:00.0,1374,0,46,171,0,0
142,2020-04-06 13:00:00.0,3582,0,36,201,1,0
143,2020-04-06 13:00:00.0,61,0,286,277,0,0
128,2020-04-06 13:00:00.0,3585,0,3,9,1,1
129,2020-04-06 13:00:00.0,3585,0,61,83,1,0
130,2020-04-06 13:00:00.0,463,0,73,202,0,0
131,2020-04-06 13:00:00.0,38,0,6,13,0,0
132,2020-04-06 13:00:00.0,876,0,44,162,0,0
133,2020-04-06 13:00:00.0,1706,0,110,63,0,0
134,2020-04-06 13:00:00.0,3585,0,42,32,1,0
135,2020-04-06 13:00:00.0,361,0,57,20,0,0
136,2020-04-06 13:00:00.0,995,0,39,53,0,0
137,2020-04-06 13:00:00.0,875,0,337,20,0,0
173,2020-04-06 13:00:00.0,3172,0,304,0,0,0
174,2020-04-06 13:00:00.0,79,0,0,55,0,0
175,2020-04-06 13:00:00.0,502,0,58,1,0,0
176,2020-04-06 13:00:00.0,1795,8231,10986,70,1,0
177,2020-04-06 13:00:00.0,161,0,30,48,0,0
67,2020-04-06 13:00:00.0,453,0,8,45,0,0
68,2020-04-06 13:00:00.0,2,0,7,2,0,0
35,2020-04-06 13:00:00.0,3577,0,242,1,1,1
36,2020-04-06 13:00:00.0,3581,0,178,1,1,1
37,2020-04-06 13:00:00.0,83,0,0,45,0,0
38,2020-04-06 13:00:00.0,3585,0,43,17,1,0
39,2020-04-06 13:00:00.0,1828,0,47,88,0,0
40,2020-04-06 13:00:00.0,916,0,23,15,0,0
41,2020-04-06 13:00:00.0,3585,0,48,61,1,0
42,2020-04-06 13:00:00.0,819,0,140,3,0,0
43,2020-04-06 13:00:00.0,442,0,140,128,0,0
44,2020-04-06 13:00:00.0,3585,0,70,87,1,0
45,2020-04-06 13:00:00.0,1676,0,103,0,0,0
46,2020-04-06 13:00:00.0,2122,0,20,0,0,0
47,2020-04-06 13:00:00.0,590,0,4,135,0,0
48,2020-04-06 13:00:00.0,3585,0,100,114,1,0
186,2020-04-06 13:00:00.0,1149,0,643,1,0,0
187,2020-04-06 13:00:00.0,3582,0,3,147,1,1
188,2020-04-06 13:00:00.0,3585,0,3,37,1,0
189,2020-04-06 13:00:00.0,327,0,210,0,0,0
190,2020-04-06 13:00:00.0,448,0,56,0,0,0
191,2020-04-06 13:00:00.0,178,0,151,42,0,0
192,2020-04-06 13:00:00.0,765,0,159,115,0,0
193,2020-04-06 13:00:00.0,3576,0,18,278,1,0
194,2020-04-06 13:00:00.0,132,0,71,0,0,0
195,2020-04-06 13:00:00.0,282,0,77,29,0,0
196,2020-04-06 13:00:00.0,3578,0,227,1,1,0
197,2020-04-06 13:00:00.0,838,0,106,1,0,0
198,2020-04-06 13:00:00.0,3585,0,73,1,1,0
199,2020-04-06 13:00:00.0,578,0,91,0,0,0
200,2020-04-06 13:00:00.0,1056,0,20,27,0,0
10,2020-04-06 13:00:00.0,444,0,314,0,0,0
11,2020-04-06 13:00:00.0,115,0,59,79,0,0
12,2020-04-06 13:00:00.0,713,0,425,15,0,0
13,2020-04-06 13:00:00.0,67,0,0,180,0,0
14,2020-04-06 13:00:00.0,1440,0,18,27,0,0
15,2020-04-06 13:00:00.0,3585,0,44,45,1,0
16,2020-04-06 13:00:00.0,656,0,667,0,0,0
17,2020-04-06 13:00:00.0,3585,0,0,55,1,0
18,2020-04-06 13:00:00.0,3585,0,0,10,1,0
19,2020-04-06 13:00:00.0,0,1482,0,29,0,0
20,2020-04-06 13:00:00.0,1047,0,1,33,0,0
21,2020-04-06 13:00:00.0,3585,0,10,0,1,0
7,2020-04-06 13:00:00.0,24,0,16,71,0,0
8,2020-04-06 13:00:00.0,677,0,14,100,0,0
9,2020-04-06 13:00:00.0,86,0,33,0,0,0
146,2020-04-06 13:00:00.0,1893,0,2,133,0,0
147,2020-04-06 13:00:00.0,163,0,225,10,0,0
148,2020-04-06 13:00:00.0,398,0,53,4,0,0
149,2020-04-06 13:00:00.0,208,0,0,181,0,0
150,2020-04-06 13:00:00.0,200,0,146,8,0,0
151,2020-04-06 13:00:00.0,526,0,230,0,0,0
152,2020-04-06 13:00:00.0,768,0,182,1,0,0
153,2020-04-06 13:00:00.0,3583,0,13,147,1,0
144,2020-04-06 13:00:00.0,3585,0,2,30,1,1
145,2020-04-06 13:00:00.0,3507,0,783,37,1,0
69,2020-04-06 13:00:00.0,548,0,145,30,0,0
70,2020-04-06 13:00:00.0,3562,0,405,0,1,1
71,2020-04-06 13:00:00.0,318,0,37,10,0,0
72,2020-04-06 13:00:00.0,3585,0,19,18,1,1
73,2020-04-06 13:00:00.0,3583,0,172,33,1,0
74,2020-04-06 13:00:00.0,301,0,72,5,0,0
75,2020-04-06 13:00:00.0,1030,0,81,93,0,0
76,2020-04-06 13:00:00.0,70,0,200,3,0,0
77,2020-04-06 13:00:00.0,255,0,32,127,0,0
78,2020-04-06 13:00:00.0,3581,0,0,183,1,0
79,2020-04-06 13:00:00.0,53,0,163,12,0,0
80,2020-04-06 13:00:00.0,3583,0,13,136,1,0
81,2020-04-06 13:00:00.0,0,457,0,191,0,0
82,2020-04-06 13:00:00.0,440,0,5,7,0,0
83,2020-04-06 13:00:00.0,3144,0,1158,639,0,0
84,2020-04-06 13:00:00.0,3585,0,66,1,1,1
85,2020-04-06 13:00:00.0,144,0,195,37,0,0
86,2020-04-06 13:00:00.0,82,0,6,0,0,0
87,2020-04-06 13:00:00.0,3583,0,141,15,1,0
88,2020-04-06 13:00:00.0,413,0,3,156,0,0
89,2020-04-06 13:00:00.0,3556,0,552,94,1,1
59,2020-04-06 13:00:00.0,62,0,76,0,0,0
60,2020-04-06 13:00:00.0,366,0,0,152,0,0
61,2020-04-06 13:00:00.0,176,0,19,96,0,0
62,2020-04-06 13:00:00.0,206,0,24,4,0,0
63,2020-04-06 13:00:00.0,91,0,201,0,0,0
64,2020-04-06 13:00:00.0,878,0,718,36,0,0
65,2020-04-06 13:00:00.0,313,0,1033,3,0,0
66,2020-04-06 13:00:00.0,1121,0,32,27,0,0
162,2020-04-06 13:00:00.0,94,0,226,20,0,0
163,2020-04-06 13:00:00.0,3568,0,352,5,1,0
164,2020-04-06 13:00:00.0,619,0,53,31,0,0
165,2020-04-06 13:00:00.0,281,0,53,13,0,0
166,2020-04-06 13:00:00.0,619,0,63,11,0,0
167,2020-04-06 13:00:00.0,236,0,21,0,0,0
22,2020-04-06 13:00:00.0,0,0,0,0,0,0
23,2020-04-06 13:00:00.0,328,0,2130,0,0,0
24,2020-04-06 13:00:00.0,855,0,83,9,0,0
25,2020-04-06 13:00:00.0,666,0,0,113,0,0
26,2020-04-06 13:00:00.0,1172,0,75,16,0,0
27,2020-04-06 13:00:00.0,1197,0,1,5,0,0
28,2020-04-06 13:00:00.0,3584,0,138,44,1,0
29,2020-04-06 13:00:00.0,323,0,0,180,0,0
30,2020-04-06 13:00:00.0,48,0,18,0,0,0
31,2020-04-06 13:00:00.0,87,0,286,1,0,0
32,2020-04-06 13:00:00.0,283,0,33,142,0,0
33,2020-04-06 13:00:00.0,10369,9053,3006,13854,0,0
34,2020-04-06 13:00:00.0,1921,0,5,16,0,0
51,2020-04-06 13:00:00.0,909,0,0,3,0,0
52,2020-04-06 13:00:00.0,499,0,64,0,0,0
53,2020-04-06 13:00:00.0,831,0,235,0,0,0
54,2020-04-06 13:00:00.0,3585,0,82,70,1,0
55,2020-04-06 13:00:00.0,531,0,1,291,0,0
56,2020-04-06 13:00:00.0,3585,0,3,74,1,0
57,2020-04-06 13:00:00.0,2220,0,293,196,0,0
58,2020-04-06 13:00:00.0,3585,0,38,27,1,0
154,2020-04-06 13:00:00.0,47,0,59,0,0,0
155,2020-04-06 13:00:00.0,711,0,9,40,0,0
156,2020-04-06 13:00:00.0,1350,0,0,729,0,0
157,2020-04-06 13:00:00.0,169,0,63,100,0,0
158,2020-04-06 13:00:00.0,3,0,6,23,0,0
159,2020-04-06 13:00:00.0,2119,0,97,2,0,0
160,2020-04-06 13:00:00.0,185,0,78,20,0,0
161,2020-04-06 13:00:00.0,2304,0,125,0,0,0
168,2020-04-06 13:00:00.0,2174,0,3,27,0,0
169,2020-04-06 13:00:00.0,837,0,0,261,0,0
170,2020-04-06 13:00:00.0,1006,0,64,47,0,0
171,2020-04-06 13:00:00.0,3585,0,26,30,1,0
172,2020-04-06 13:00:00.0,402,0,251,0,0,0
