Scenario,Experiment,Independent_run,Solution,Initial_UOI,Final_UOI,UOI_std,Gap(%),LB,LB_std,UB,UB_std,SAOFI,SAODI,CAODI,CBLSAOFI,CBLSAODI,CBLODI,ASOFI,ASODI,Actions,CPU_Time(ms)
1,1,1,0,0.02218051945775751,0.005092065983437834,5.7520546050266694E-5,0.404226165179762,0.0050714825203845605,30.0,0.005112649446491108,13.515943371366188,0.2301369863013699,3.47945205479452,15.119047619047613,0.12580645161290316,1.9032258064516137,15.128205128205142,0.2851065408335686,4.308130222037605,2.0,431704.0
1,1,1,1,0.02218051945775751,0.005110291142561767,7.771300961416311E-5,0.5441811936744323,0.005082481899221936,30.0,0.0051381003859015985,9.005903082027634,0.2337899543378995,3.5342465753424657,15.117187500000002,0.12903225806451607,1.9516129032258076,15.125000000000016,0.2832497333721326,4.275174412958185,1.0,431704.0
1,1,1,2,0.02218051945775751,0.0053527074411115535,9.041483404765296E-5,0.604451732038964,0.005320352908272776,30.0,0.005385061973950331,9.806543480526413,0.24916286149162856,3.792237442922374,15.219914477703117,0.13763440860215048,2.0967741935483883,15.234375000000016,0.3121948684267967,4.740605180669777,1.0,431704.0
1,1,1,3,0.02218051945775751,0.00610209466101717,1.1343645016015345E-4,0.6652258710777009,0.006061501948654432,30.0,0.006142687373379907,9.261113927168676,0.30958904109589036,4.815068493150686,15.553097345132748,0.1688172043010752,2.6290322580645173,15.573248407643327,0.3953053731513317,6.120288606390167,3.0,431704.0
1,1,1,4,0.02218051945775751,0.005827116760659809,7.740979617369074E-5,0.475376433001473,0.0057994160208561536,30.0,0.005854817500463464,11.658555461350458,0.29041095890410956,4.465753424657533,15.377358490566037,0.15913978494623648,2.451612903225808,15.405405405405421,0.3680830417684024,5.629878299931795,3.0,431704.0
1,1,2,0,0.022563969222733245,0.005437251169758048,1.2198328778188411E-4,0.8028166726823014,0.005393600010831616,30.0,0.005480902328684479,9.161505048916284,0.25479452054794516,3.904109589041096,15.322580645161294,0.13978494623655907,2.1451612903225814,15.34615384615386,0.3146032796632166,4.802133845004201,2.0,386185.0
1,1,2,1,0.022563969222733245,0.0055674497701869025,1.355114899480992E-4,0.8709941876596098,0.005518957606287706,30.0,0.0056159419340860986,7.327369209954312,0.26940639269406386,4.123287671232878,15.30508474576272,0.14838709677419348,2.274193548387098,15.326086956521753,0.328368905220309,5.010371888668816,1.0,386185.0
1,1,2,2,0.022563969222733245,0.005341015265706672,1.048389802150912E-4,0.7024160274492273,0.005303499118451838,30.0,0.005378531412961506,9.483428496714025,0.2421613394216134,3.7420091324200917,15.452545568824641,0.13440860215053757,2.0806451612903234,15.480000000000013,0.3078825877990198,4.728914597000881,1.0,386185.0
1,1,2,3,0.022563969222733245,0.005842635532054839,5.552674568310413E-5,0.3400860903594834,0.0058227655412999195,30.0,0.005862505522809759,15.758767083699741,0.29589041095890406,4.465753424657533,15.092592592592592,0.16129032258064507,2.435483870967743,15.100000000000014,0.38001574101083546,5.728716978854651,3.0,386185.0
1,1,2,4,0.022563969222733245,0.006032579488496244,5.334608163610398E-5,0.31644257956184185,0.006013489838348728,30.0,0.0060516691386437605,17.98419640407165,0.3127853881278539,4.746575342465753,15.175182481751822,0.1709677419354838,2.5967741935483875,15.188679245283026,0.3972270041447261,6.011458801714422,3.0,386185.0
1,1,3,0,0.022557105026675614,0.005247198164018429,2.3613793228231613E-4,0.9097675343472725,0.005199460858659323,94.0,0.005294935469377535,4.604362271088576,0.2389973768580588,3.7030020402215085,15.493902439024389,0.13109128345916277,2.033287577213451,15.510471204188459,0.2937679183624588,4.537523306631045,2.0,411013.0
1,1,3,1,0.022557105026675614,0.005403290412010145,2.305722896068996E-4,0.8626625532289541,0.005356678248983522,94.0,0.005449902575036767,4.797852969859388,0.2538132711551539,3.877149519090645,15.275598086124411,0.1417295813315032,2.1671242278654756,15.29055690072637,0.31870618062970835,4.849885892498852,1.0,411013.0
1,1,3,2,0.022557105026675614,0.005137643228039448,6.748136327837427E-5,0.47001892986658367,0.005113495332318654,30.0,0.005161791123760242,13.555948384822427,0.2324200913242009,3.513698630136986,15.117878192534379,0.12688172043010745,1.9193548387096784,15.127118644067814,0.2905709474148317,4.383602357647068,1.0,411013.0
1,1,3,3,0.022557105026675614,0.005929673677170013,7.570957160640953E-5,0.45689398322866376,0.005902581354913929,30.0,0.005956765999426097,13.651783229963014,0.2963470319634703,4.589041095890409,15.485362095531583,0.16236559139784937,2.5161290322580654,15.496688741721869,0.37709148137416637,5.82411283230431,3.0,411013.0
1,1,3,4,0.022557105026675614,0.005975683146111247,9.260434830006516E-5,0.5545481519226596,0.005942545105659733,30.0,0.006008821186562761,8.364960723359847,0.30456621004566203,4.705479452054795,15.449775112443783,0.16774193548387087,2.5967741935483883,15.480769230769248,0.3802533122998003,5.84374817707403,3.0,411013.0
1,1,4,0,0.02214524292823041,0.005202927297147297,1.1912092430001062E-4,0.8192863915772851,0.005160300421838109,30.0,0.005245554172456484,7.190215382716419,0.23318112633181126,3.5799086757990866,15.352480417754569,0.12903225806451607,1.9838709677419364,15.375000000000014,0.29020246135487776,4.43099239251059,2.0,246440.0
1,1,4,1,0.02214524292823041,0.005574528126319254,8.849861231637015E-5,0.5680986978829632,0.005542859304620515,30.0,0.005606196948017993,12.7870972324342,0.2698630136986301,4.102739726027396,15.203045685279186,0.14946236559139783,2.274193548387097,15.215827338129499,0.3370852143275151,5.1102648536665445,1.0,246440.0
1,1,4,2,0.02214524292823041,0.005328916247074933,1.3049512704937273E-4,0.8762960295263726,0.0052822191655850295,30.0,0.005375613328564836,7.637180218324023,0.24474885844748853,3.7808219178082196,15.447761194029855,0.13440860215053757,2.0806451612903234,15.480000000000013,0.29968067961533457,4.600789422965246,2.0,246440.0
1,1,4,3,0.02214524292823041,0.006247480450617281,1.0622735942960275E-4,0.6084528423346802,0.006209467478241196,30.0,0.006285493422993366,12.19878970834869,0.3337899543378995,5.006849315068491,14.999999999999996,0.1827956989247311,2.741935483870969,15.000000000000012,0.4256127491512804,6.384191237269206,3.0,246440.0
1,1,4,4,0.02214524292823041,0.006014624447346406,1.0020575173100034E-4,0.5961829877980719,0.005978766279611383,30.0,0.00605048261508143,7.954498246306667,0.30502283105022815,4.63013698630137,15.179640718562881,0.1698924731182795,2.5806451612903234,15.189873417721529,0.3996328631988746,6.052745948110898,3.0,246440.0
1,1,5,0,0.022816400801235814,0.0053400847243755155,6.689501729552305E-5,0.44827143652364876,0.005316146649869977,30.0,0.005364022798881054,13.028551494163644,0.2531202435312024,3.824200913242009,15.108238123872521,0.13978494623655907,2.1129032258064524,15.11538461538463,0.3119516112735775,4.709921715578788,2.0,364173.0
1,1,5,1,0.022816400801235814,0.005158888451500308,6.447679291820376E-5,0.4472421577363465,0.005135815727474607,30.0,0.005181961175526009,14.643126325238923,0.23424657534246576,3.5410958904109586,15.116959064327483,0.12795698924731178,1.9354838709677429,15.126050420168081,0.29383006953384816,4.436090435032697,1.0,364173.0
1,1,5,2,0.022816400801235814,0.0057287775305914414,1.1353981690963507E-4,0.7092211464318393,0.005688147828912451,30.0,0.005769407232270432,7.524033905279301,0.2716894977168949,4.267123287671231,15.705882352941174,0.14838709677419348,2.3387096774193563,15.760869565217408,0.3515289446802093,5.4672941414009895,3.0,364173.0
1,1,5,3,0.022816400801235814,0.005973316661540927,6.95054537174434E-5,0.41638855917874823,0.005948444454358753,30.0,0.005998188868723102,11.949413977215661,0.3086757990867579,4.657534246575342,15.088757396449708,0.1709677419354838,2.5806451612903234,15.09433962264152,0.3916934653514816,5.903747526697771,3.0,364173.0
1,1,5,4,0.022816400801235814,0.006269331524047539,7.40430159310906E-5,0.4226280404080486,0.006242835571080773,30.0,0.006295827477014305,14.26416866551828,0.33150684931506846,5.082191780821917,15.330578512396693,0.1827956989247311,2.8064516129032264,15.352941176470598,0.4178642986806903,6.38240476226815,3.0,364173.0
1,1,6,0,0.02286519158405587,0.005414255461476743,7.768295823081182E-5,0.5134314364772536,0.005386456971886335,30.0,0.005442053951067151,12.7052416842005,0.2561643835616438,3.8972602739726017,15.213903743315507,0.1419354838709677,2.161290322580646,15.227272727272739,0.31788665312635117,4.824417906839026,2.0,315226.0
1,1,6,1,0.02286519158405587,0.005259660892444476,2.1081993280476984E-4,0.8103004320267461,0.005217041837509857,94.0,0.005302279947379095,5.318780631995741,0.23972602739726023,3.6745846691926562,15.328267477203655,0.13246396705559374,2.0332875772134518,15.349740932642478,0.30332901141134233,4.628919202962673,1.0,315226.0
1,1,6,2,0.02286519158405587,0.005396739460844245,1.28854161620559E-4,0.8544023643764685,0.005350629591291554,30.0,0.005442849330396936,6.93692742358758,0.24748858447488586,3.8105022831050217,15.396678966789661,0.13870967741935478,2.145161290322582,15.465116279069782,0.31452660430079843,4.845009190738542,2.0,315226.0
1,1,6,3,0.02286519158405587,0.005499707771361201,1.1686837385335029E-4,0.7604187753722791,0.005457886960877162,30.0,0.00554152858184524,9.11948131208132,0.25844748858447486,4.02054794520548,15.5565371024735,0.1419354838709677,2.20967741935484,15.568181818181833,0.31685285584606454,4.918205337574624,2.0,315226.0
1,1,6,4,0.02286519158405587,0.006004393145003328,8.919555367563781E-5,0.5315810972127467,0.005972474926042153,30.0,0.0060363113639645034,11.571319700821372,0.30730593607305934,4.691780821917808,15.267459138187222,0.1688172043010752,2.5806451612903234,15.286624203821669,0.38795772000479223,5.902600171606818,3.0,315226.0
1,1,7,0,0.022328607067493626,0.005372417478530576,1.7212798110301754E-4,0.4011942968765608,0.005350863646002312,245.0,0.00539397131105884,5.978453994591075,0.24787997390737096,3.8040257198769933,15.346240601503778,0.1379855167873602,2.1211323238972977,15.372137404580117,0.31224492199283344,4.7733375850528885,1.0,447410.0
1,1,7,1,0.022328607067493626,0.005347532920526147,4.870859159530732E-5,0.325947421142917,0.005330102774876924,30.0,0.00536496306617537,16.86714782783086,0.25251141552511414,3.7876712328767126,15.000000000000002,0.14193548387096772,2.129032258064517,15.000000000000009,0.3183312624950183,4.774968937425275,2.0,447410.0
1,1,7,2,0.022328607067493626,0.005134796410019475,6.104664564958407E-5,0.425435788401349,0.005112951148429704,30.0,0.005156641671609245,12.910058748206303,0.2324200913242009,3.513698630136986,15.117878192534379,0.12795698924731175,1.935483870967743,15.126050420168086,0.29201606149744364,4.406047209562293,2.0,447410.0
1,1,7,3,0.022328607067493626,0.005443388672668513,6.478017389405259E-5,0.4258613321153375,0.005420207385154872,30.0,0.005466569960182154,15.123271000623781,0.26210045662100456,3.9589041095890405,15.104529616724736,0.1462365591397849,2.2096774193548394,15.110294117647069,0.32212459036939556,4.859428387765516,2.0,447411.0
1,1,7,4,0.022328607067493626,0.005279987204351756,6.988130116442381E-5,0.47361293684878497,0.005254980501887985,30.0,0.005304993906815526,14.295013816237013,0.24855403348554023,3.7283105022831053,15.000000000000007,0.1365591397849462,2.0483870967741944,15.000000000000012,0.30664593514804334,4.59968902722065,2.0,447411.0
1,1,8,0,0.02227352174817816,0.005204932176751951,7.872601684370451E-5,0.5412509205636078,0.00517676043343057,30.0,0.005233103920073333,11.304888942914086,0.23911719939117196,3.614155251141553,15.114576702737114,0.13225806451612898,2.000000000000001,15.121951219512207,0.2972326645073849,4.483965924982686,2.0,537928.0
1,1,8,1,0.02227352174817816,0.005369176652626386,7.705131417334728E-5,0.5135323430612726,0.005341604193959055,30.0,0.005396749111293717,12.130382798640355,0.2547945205479452,3.84931506849315,15.107526881720426,0.1419354838709677,2.1451612903225814,15.113636363636374,0.31514615124626333,4.753890690003176,1.0,537928.0
